1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
1.1369e-13-1.9024e+05i,1.1369e-13+1.9024e+05i,3.8654e-12-63051i,3.8654e-12+63051i,-2.7285e-12-54409i,-2.7285e-12+54409i,6.2528e-13-19448i,6.2528e-13+19448i,2.7285e-12-11599i,2.7285e-12+11599i,-1.1369e-13-5676.1i,-1.1369e-13+5676.1i,-2.7285e-12-1847.6i,-2.7285e-12+1847.6i,-4.0803e-12-96.093i,-4.0803e-12+96.093i
3.638e-12-2.465e+05i,3.638e-12+2.465e+05i,2.4872e-75-97102i,2.4872e-75+97102i,-1.819e-12-43328i,-1.819e-12+43328i,-8.1855e-12-31361i,-8.1855e-12+31361i,-2.7285e-12-23746i,-2.7285e-12+23746i,2.2737e-12-6490i,2.2737e-12+6490i,4.0217e-12-5088.3i,4.0217e-12+5088.3i,-2.1201e-12-39.919i,-2.1201e-12+39.919i
3.638e-12-1.5436e+05i,3.638e-12+1.5436e+05i,-1.0004e-11-83940i,-1.0004e-11+83940i,9.0949e-13-42618i,9.0949e-13+42618i,-1.3642e-12-28721i,-1.3642e-12+28721i,-1.819e-12-23406i,-1.819e-12+23406i,-9.0949e-13-11151i,-9.0949e-13+11151i,2.9559e-12-5249.4i,2.9559e-12+5249.4i,-2.089e-12-232.2i,-2.089e-12+232.2i
-2.8422e-12-1.0026e+05i,-2.8422e-12+1.0026e+05i,-2.2737e-12-59856i,-2.2737e-12+59856i,-4.5475e-13-33489i,-4.5475e-13+33489i,4.0927e-12-15946i,4.0927e-12+15946i,5.6843e-13-11369i,5.6843e-13+11369i,-2.2737e-13-5631.7i,-2.2737e-13+5631.7i,2.8422e-13-2086.4i,2.8422e-13+2086.4i,3.1708e-13-328.68i,3.1708e-13+328.68i
2.0464e-12-1.1119e+05i,2.0464e-12+1.1119e+05i,3.2969e-12-59209i,3.2969e-12+59209i,-9.0949e-13-31268i,-9.0949e-13+31268i,-4.5475e-13-20714i,-4.5475e-13+20714i,1.3642e-12-12504i,1.3642e-12+12504i,2.2737e-13-5241.3i,2.2737e-13+5241.3i,1.7053e-13-2659.9i,1.7053e-13+2659.9i,4.2633e-13-888.13i,4.2633e-13+888.13i
-4.0927e-12-1.8295e+05i,-4.0927e-12+1.8295e+05i,-2.9559e-12-70229i,-2.9559e-12+70229i,-1.9895e-12-57264i,-1.9895e-12+57264i,1.3642e-12-31171i,1.3642e-12+31171i,0-25223i,0+25223i,-4.5475e-13-14432i,-4.5475e-13+14432i,3.979e-12-1001.6i,3.979e-12+1001.6i,4.5475e-13-5264.5i,4.5475e-13+5264.5i
-4.5475e-12-2.6181e+05i,-4.5475e-12+2.6181e+05i,1.3642e-12-1.0672e+05i,1.3642e-12+1.0672e+05i,-2.9274e-12-55489i,-2.9274e-12+55489i,2.2737e-12-30719i,2.2737e-12+30719i,0-25496i,0+25496i,-1.819e-12-12365i,-1.819e-12+12365i,-9.0949e-13-5796.5i,-9.0949e-13+5796.5i,-2.2453e-12-1565.4i,-2.2453e-12+1565.4i
-2.7285e-12-3.0225e+05i,-2.7285e-12+3.0225e+05i,6.3665e-12-92696i,6.3665e-12+92696i,7.276e-12-77289i,7.276e-12+77289i,-1.3927e-12-40239i,-1.3927e-12+40239i,-1.3642e-12-28802i,-1.3642e-12+28802i,-9.0949e-13-8538.7i,-9.0949e-13+8538.7i,-3.638e-12-5263.8i,-3.638e-12+5263.8i,2.0748e-12-832.76i,2.0748e-12+832.76i
-1.819e-12-1.4727e+05i,-1.819e-12+1.4727e+05i,4.5475e-12-77973i,4.5475e-12+77973i,3.638e-12-40152i,3.638e-12+40152i,-4.1496e-12-19324i,-4.1496e-12+19324i,-9.0949e-13-13067i,-9.0949e-13+13067i,0-8205.3i,0+8205.3i,-2.2737e-12-3799.7i,-2.2737e-12+3799.7i,-8.2423e-13-845.71i,-8.2423e-13+845.71i
8.5549e-12-1.7794e+05i,8.5549e-12+1.7794e+05i,3.1832e-12-75643i,3.1832e-12+75643i,5.5707e-12-55568i,5.5707e-12+55568i,6.8212e-13-37267i,6.8212e-13+37267i,-6.8212e-12-30432i,-6.8212e-12+30432i,2.7285e-12-12861i,2.7285e-12+12861i,6.8212e-13-5798i,6.8212e-13+5798i,-5.1159e-13-721.87i,-5.1159e-13+721.87i
1.4552e-11-2.3577e+05i,1.4552e-11+2.3577e+05i,-3.638e-12-1.1602e+05i,-3.638e-12+1.1602e+05i,-1.1369e-13-61911i,-1.1369e-13+61911i,2.2737e-13-33653i,2.2737e-13+33653i,0-23283i,0+23283i,1.819e-12-16298i,1.819e-12+16298i,2.2737e-13-5515.6i,2.2737e-13+5515.6i,6.3949e-13-1230.4i,6.3949e-13+1230.4i
1.0743e-11-1.7548e+05i,1.0743e-11+1.7548e+05i,-1.0914e-11-72257i,-1.0914e-11+72257i,0-50513i,0+50513i,2.7285e-12-29572i,2.7285e-12+29572i,-4.5475e-12-24606i,-4.5475e-12+24606i,2.5011e-12-10038i,2.5011e-12+10038i,2.5011e-12-2637.8i,2.5011e-12+2637.8i,1.4779e-12-5958.5i,1.4779e-12+5958.5i
1.4552e-11-1.633e+05i,1.4552e-11+1.633e+05i,9.1439e-100-78794i,9.1439e-100+78794i,2.2737e-12-46771i,2.2737e-12+46771i,0-24136i,0+24136i,2.5011e-12-15181i,2.5011e-12+15181i,-1.4211e-12-10121i,-1.4211e-12+10121i,-9.0949e-13-3247.2i,-9.0949e-13+3247.2i,5.6843e-13-5130.9i,5.6843e-13+5130.9i
-1.5007e-11-3.1666e+05i,-1.5007e-11+3.1666e+05i,2.1828e-11-1.8865e+05i,2.1828e-11+1.8865e+05i,0-60134i,0+60134i,2.2737e-13-36598i,2.2737e-13+36598i,-5.0022e-12-30109i,-5.0022e-12+30109i,-1.5916e-12-11305i,-1.5916e-12+11305i,2.2737e-13-6414.8i,2.2737e-13+6414.8i,-7.8444e-12-650.45i,-7.8444e-12+650.45i
-2.7285e-12-1.6386e+05i,-2.7285e-12+1.6386e+05i,-3.638e-12-67161i,-3.638e-12+67161i,-8.1855e-12-50278i,-8.1855e-12+50278i,5.6843e-12-17971i,5.6843e-12+17971i,4.5475e-13-9289.1i,4.5475e-13+9289.1i,4.0927e-12-4913.2i,4.0927e-12+4913.2i,1.3642e-12-1954.7i,1.3642e-12+1954.7i,-6.537e-13-578.94i,-6.537e-13+578.94i
6.8212e-12-1.218e+05i,6.8212e-12+1.218e+05i,-1.5916e-12-86916i,-1.5916e-12+86916i,-4.6612e-12-38339i,-4.6612e-12+38339i,5.457e-12-17811i,5.457e-12+17811i,3.1832e-12-12131i,3.1832e-12+12131i,3.2969e-12-7284.4i,3.2969e-12+7284.4i,-2.0464e-12-3112.6i,-2.0464e-12+3112.6i,6.2528e-13-997.88i,6.2528e-13+997.88i
-6.3949e-13-1.2609e+05i,-6.3949e-13+1.2609e+05i,-2.7285e-12-95321i,-2.7285e-12+95321i,3.979e-12-30429i,3.979e-12+30429i,1.819e-12-18664i,1.819e-12+18664i,4.5475e-13-12770i,4.5475e-13+12770i,-3.4106e-12-5457.3i,-3.4106e-12+5457.3i,-1.2506e-12-1005.3i,-1.2506e-12+1005.3i,-1.2506e-12-3739.9i,-1.2506e-12+3739.9i
8.1855e-12-1.534e+05i,8.1855e-12+1.534e+05i,1.3642e-12-83907i,1.3642e-12+83907i,4.0927e-12-59610i,4.0927e-12+59610i,-3.1832e-12-19969i,-3.1832e-12+19969i,4.5475e-13-14438i,4.5475e-13+14438i,-1.7053e-12-5208i,-1.7053e-12+5208i,-1.1369e-13-2675.9i,-1.1369e-13+2675.9i,1.2506e-12-1400.5i,1.2506e-12+1400.5i
2.7285e-12-1.1133e+05i,2.7285e-12+1.1133e+05i,3.4106e-12-86858i,3.4106e-12+86858i,-2.2737e-13-34360i,-2.2737e-13+34360i,-1.1369e-12-14686i,-1.1369e-12+14686i,4.5475e-13-11853i,4.5475e-13+11853i,-9.0949e-13-7330.9i,-9.0949e-13+7330.9i,-1.7053e-13-2839.3i,-1.7053e-13+2839.3i,1.4069e-12-177.03i,1.4069e-12+177.03i
-2.2737e-13-97189i,-2.2737e-13+97189i,3.638e-12-71979i,3.638e-12+71979i,2.6716e-12-37150i,2.6716e-12+37150i,-2.5011e-12-20470i,-2.5011e-12+20470i,-3.1832e-12-12460i,-3.1832e-12+12460i,-2.2737e-13-7991i,-2.2737e-13+7991i,3.4106e-13-3201.8i,3.4106e-13+3201.8i,-2.0748e-12-795.97i,-2.0748e-12+795.97i
5.0022e-12-1.1843e+05i,5.0022e-12+1.1843e+05i,-1.3642e-12-68272i,-1.3642e-12+68272i,1.3642e-12-26289i,1.3642e-12+26289i,-1.279e-12-18262i,-1.279e-12+18262i,6.8212e-13-13068i,6.8212e-13+13068i,-1.1369e-12-7116.6i,-1.1369e-12+7116.6i,-4.9294e-14-3367.7i,-4.9294e-14+3367.7i,2.494e-12-80.867i,2.494e-12+80.867i
0-2.4067e+05i,0+2.4067e+05i,1.819e-12-1.1953e+05i,1.819e-12+1.1953e+05i,2.2737e-12-38065i,2.2737e-12+38065i,3.4106e-13-33603i,3.4106e-13+33603i,-3.5811e-12-18124i,-3.5811e-12+18124i,-1.3642e-12-1193.4i,-1.3642e-12+1193.4i,2.2737e-12-6551.6i,2.2737e-12+6551.6i,-6.8212e-13-5710.8i,-6.8212e-13+5710.8i
1.819e-12-2.9468e+05i,1.819e-12+2.9468e+05i,1.4552e-11-1.435e+05i,1.4552e-11+1.435e+05i,9.0949e-13-60147i,9.0949e-13+60147i,4.5475e-12-33406i,4.5475e-12+33406i,-3.8654e-12-19144i,-3.8654e-12+19144i,9.0949e-13-12234i,9.0949e-13+12234i,3.1832e-12-4746.8i,3.1832e-12+4746.8i,8.5265e-14-1518i,8.5265e-14+1518i
-9.0949e-13-1.9293e+05i,-9.0949e-13+1.9293e+05i,7.276e-12-92587i,7.276e-12+92587i,1.3642e-12-42999i,1.3642e-12+42999i,3.1832e-12-32285i,3.1832e-12+32285i,-3.638e-12-17834i,-3.638e-12+17834i,3.5527e-14-9906.3i,3.5527e-14+9906.3i,6.1391e-12-2477.2i,6.1391e-12+2477.2i,2.8422e-13-1392.8i,2.8422e-13+1392.8i
5.457e-12-2.2563e+05i,5.457e-12+2.2563e+05i,-4.5475e-13-95884i,-4.5475e-13+95884i,1.9e-76-64430i,1.9e-76+64430i,-2.7285e-12-29340i,-2.7285e-12+29340i,1.819e-12-21766i,1.819e-12+21766i,-1.5916e-12-8357.9i,-1.5916e-12+8357.9i,-2.9559e-12-5866.3i,-2.9559e-12+5866.3i,-3.137e-12-96.926i,-3.137e-12+96.926i
-3.1832e-12-2.1865e+05i,-3.1832e-12+2.1865e+05i,3.8654e-12-1.1739e+05i,3.8654e-12+1.1739e+05i,4.5475e-13-53954i,4.5475e-13+53954i,-3.4106e-12-36976i,-3.4106e-12+36976i,1.5916e-12-20759i,1.5916e-12+20759i,-2.2737e-13-8393.2i,-2.2737e-13+8393.2i,-5.6843e-12-4768.1i,-5.6843e-12+4768.1i,-2.1885e-12-1111.8i,-2.1885e-12+1111.8i
1.0004e-11-1.7473e+05i,1.0004e-11+1.7473e+05i,1.3642e-12-98941i,1.3642e-12+98941i,-2.7285e-12-37475i,-2.7285e-12+37475i,2.2737e-13-26479i,2.2737e-13+26479i,3.4106e-13-16172i,3.4106e-13+16172i,9.0949e-13-9670.5i,9.0949e-13+9670.5i,2.2737e-13-4629.5i,2.2737e-13+4629.5i,-3.6238e-13-146.8i,-3.6238e-13+146.8i
-1.4552e-11-3.1271e+05i,-1.4552e-11+3.1271e+05i,1.4552e-11-1.6731e+05i,1.4552e-11+1.6731e+05i,-3.979e-12-44824i,-3.979e-12+44824i,-4.0927e-12-33328i,-4.0927e-12+33328i,-4.5475e-13-22888i,-4.5475e-13+22888i,-2.9559e-12-8159.6i,-2.9559e-12+8159.6i,1.1369e-13-3333.1i,1.1369e-13+3333.1i,1.5916e-11-642.84i,1.5916e-11+642.84i
0-3.3692e+05i,0+3.3692e+05i,-5.457e-12-1.7198e+05i,-5.457e-12+1.7198e+05i,-1.1823e-11-49760i,-1.1823e-11+49760i,-3.1832e-12-38490i,-3.1832e-12+38490i,3.638e-12-16297i,3.638e-12+16297i,6.1391e-12-9443i,6.1391e-12+9443i,-9.0949e-13-5715.5i,-9.0949e-13+5715.5i,-2.5011e-12-2252.7i,-2.5011e-12+2252.7i
3.638e-12-2.5112e+05i,3.638e-12+2.5112e+05i,-4.5475e-13-1.1403e+05i,-4.5475e-13+1.1403e+05i,1.3642e-12-54398i,1.3642e-12+54398i,1.7053e-13-35666i,1.7053e-13+35666i,5.0022e-12-18056i,5.0022e-12+18056i,-7.0486e-12-8923.2i,-7.0486e-12+8923.2i,3.5811e-12-1975.5i,3.5811e-12+1975.5i,4.5475e-13-5781.6i,4.5475e-13+5781.6i
1.3642e-12-2.2258e+05i,1.3642e-12+2.2258e+05i,-1.819e-12-98001i,-1.819e-12+98001i,1.1369e-12-41197i,1.1369e-12+41197i,-4.5475e-13-28457i,-4.5475e-13+28457i,-3.4106e-12-15257i,-3.4106e-12+15257i,-2.5011e-12-7502.8i,-2.5011e-12+7502.8i,1.0232e-12-1897.2i,1.0232e-12+1897.2i,2.3554e-12-270.43i,2.3554e-12+270.43i
0-1.2679e+05i,0+1.2679e+05i,1.819e-12-97551i,1.819e-12+97551i,5.457e-12-41104i,5.457e-12+41104i,2.2737e-13-18721i,2.2737e-13+18721i,-1.3642e-12-14200i,-1.3642e-12+14200i,4.0927e-12-7885.7i,4.0927e-12+7885.7i,-2.2737e-13-5032.8i,-2.2737e-13+5032.8i,-3.0695e-12-1275.2i,-3.0695e-12+1275.2i
3.3538e-12-1.2543e+05i,3.3538e-12+1.2543e+05i,-4.1762e-52-1.0021e+05i,-4.1762e-52+1.0021e+05i,-2.7285e-12-36419i,-2.7285e-12+36419i,4.5475e-13-19321i,4.5475e-13+19321i,7.1054e-14-10616i,7.1054e-14+10616i,-1.819e-12-6795i,-1.819e-12+6795i,1.1369e-12-1889.5i,1.1369e-12+1889.5i,-4.5475e-13-2509.8i,-4.5475e-13+2509.8i
-1.4552e-11-4.3877e+05i,-1.4552e-11+4.3877e+05i,-3.2969e-12-48100i,-3.2969e-12+48100i,-2.0464e-12-27836i,-2.0464e-12+27836i,-4.5475e-13-12430i,-4.5475e-13+12430i,-7.5033e-12-8430.5i,-7.5033e-12+8430.5i,1.4495e-12-3487.4i,1.4495e-12+3487.4i,5.2864e-12-1665.2i,5.2864e-12+1665.2i,3.0553e-12-770.74i,3.0553e-12+770.74i
-2.4443e-12-1.9335e+05i,-2.4443e-12+1.9335e+05i,2.8422e-12-87887i,2.8422e-12+87887i,-3.638e-12-44352i,-3.638e-12+44352i,-1.819e-12-16475i,-1.819e-12+16475i,-2.0464e-12-8001.2i,-2.0464e-12+8001.2i,-3.1832e-12-6379.1i,-3.1832e-12+6379.1i,3.2969e-12-3352i,3.2969e-12+3352i,6.4304e-13-463.06i,6.4304e-13+463.06i
1.819e-12-1.4031e+05i,1.819e-12+1.4031e+05i,4.0927e-12-74756i,4.0927e-12+74756i,-2.7285e-12-39181i,-2.7285e-12+39181i,2.5011e-12-16761i,2.5011e-12+16761i,-4.0927e-12-9626i,-4.0927e-12+9626i,9.0949e-13-6717.7i,9.0949e-13+6717.7i,-1.2506e-12-1879.3i,-1.2506e-12+1879.3i,1.9194e-12-76.621i,1.9194e-12+76.621i
-1.1369e-12-1.4324e+05i,-1.1369e-12+1.4324e+05i,8.157e-12-1.0724e+05i,8.157e-12+1.0724e+05i,4.5475e-13-43982i,4.5475e-13+43982i,1.1369e-13-28470i,1.1369e-13+28470i,-1.819e-12-16445i,-1.819e-12+16445i,0-13384i,0+13384i,-7.9581e-13-2995.4i,-7.9581e-13+2995.4i,-8.5265e-14-807.26i,-8.5265e-14+807.26i
0-1.8861e+05i,0+1.8861e+05i,4.5475e-13-56614i,4.5475e-13+56614i,2.7285e-12-39405i,2.7285e-12+39405i,4.3201e-12-20522i,4.3201e-12+20522i,1.2506e-12-12158i,1.2506e-12+12158i,-6.8212e-13-7226.2i,-6.8212e-13+7226.2i,-2.5011e-12-3420.6i,-2.5011e-12+3420.6i,-2.0464e-12-1360i,-2.0464e-12+1360i
0-2.7182e+05i,0+2.7182e+05i,-6.537e-13-53052i,-6.537e-13+53052i,-3.638e-12-45360i,-3.638e-12+45360i,3.1832e-12-15087i,3.1832e-12+15087i,2.3306e-12-8947.5i,2.3306e-12+8947.5i,1.819e-12-5714.2i,1.819e-12+5714.2i,1.414e-12-3199.5i,1.414e-12+3199.5i,-1.0516e-12-622.46i,-1.0516e-12+622.46i
-8.5265e-13-1.9981e+05i,-8.5265e-13+1.9981e+05i,2.6148e-12-1.0501e+05i,2.6148e-12+1.0501e+05i,1.1369e-12-57725i,1.1369e-12+57725i,-4.8885e-12-30503i,-4.8885e-12+30503i,1.0232e-12-12414i,1.0232e-12+12414i,-4.5475e-13-7384.8i,-4.5475e-13+7384.8i,-9.0949e-13-4506.7i,-9.0949e-13+4506.7i,2.0677e-12-111.95i,2.0677e-12+111.95i
-2.2737e-12-2.5466e+05i,-2.2737e-12+2.5466e+05i,0-1.0624e+05i,0+1.0624e+05i,8.8676e-12-78080i,8.8676e-12+78080i,-7.3896e-12-29787i,-7.3896e-12+29787i,-3.4106e-13-11768i,-3.4106e-13+11768i,1.279e-13-865.88i,1.279e-13+865.88i,-1.819e-12-6495.3i,-1.819e-12+6495.3i,-3.2969e-12-5545.3i,-3.2969e-12+5545.3i
5.798e-12-2.7633e+05i,5.798e-12+2.7633e+05i,5.1159e-12-1.09e+05i,5.1159e-12+1.09e+05i,2.2737e-12-49347i,2.2737e-12+49347i,-1.1369e-12-31385i,-1.1369e-12+31385i,4.5475e-13-14111i,4.5475e-13+14111i,-2.0464e-12-6922.7i,-2.0464e-12+6922.7i,-3.0695e-12-5887.2i,-3.0695e-12+5887.2i,-2.2773e-12-589.34i,-2.2773e-12+589.34i
2.5011e-12-2.9549e+05i,2.5011e-12+2.9549e+05i,9.0949e-13-1.1111e+05i,9.0949e-13+1.1111e+05i,-4.5475e-12-40916i,-4.5475e-12+40916i,-1.1369e-12-36370i,-1.1369e-12+36370i,-1.3642e-12-17402i,-1.3642e-12+17402i,2.2737e-13-6461.7i,2.2737e-13+6461.7i,-1.9327e-12-3224.9i,-1.9327e-12+3224.9i,3.1264e-12-1540.4i,3.1264e-12+1540.4i
-4.5475e-13-1.4483e+05i,-4.5475e-13+1.4483e+05i,-1.1386e-45-91192i,-1.1386e-45+91192i,-1.3642e-12-37763i,-1.3642e-12+37763i,3.1832e-12-26979i,3.1832e-12+26979i,-2.7285e-12-19752i,-2.7285e-12+19752i,-9.0949e-13-12208i,-9.0949e-13+12208i,3.5527e-14-799.27i,3.5527e-14+799.27i,-7.3896e-13-6396.6i,-7.3896e-13+6396.6i
4.5475e-13-1.0392e+05i,4.5475e-13+1.0392e+05i,-5.457e-12-88106i,-5.457e-12+88106i,4.2064e-12-40005i,4.2064e-12+40005i,0-19977i,0+19977i,-1.819e-12-14594i,-1.819e-12+14594i,-4.0927e-12-8142.8i,-4.0927e-12+8142.8i,-1.1369e-12-4872.2i,-1.1369e-12+4872.2i,3.3262e-13-42.469i,3.3262e-13+42.469i
-7.276e-12-3.2428e+05i,-7.276e-12+3.2428e+05i,1.819e-12-1.2731e+05i,1.819e-12+1.2731e+05i,0-49699i,0+49699i,-1.819e-12-38141i,-1.819e-12+38141i,1.3642e-12-20707i,1.3642e-12+20707i,-3.1832e-12-7607.5i,-3.1832e-12+7607.5i,3.979e-12-973.57i,3.979e-12+973.57i,5.2296e-12-2007.9i,5.2296e-12+2007.9i
2.9104e-11-1.3646e+05i,2.9104e-11+1.3646e+05i,1.819e-12-1.0406e+05i,1.819e-12+1.0406e+05i,1.3642e-12-37570i,1.3642e-12+37570i,-7.9581e-13-27258i,-7.9581e-13+27258i,-1.3642e-12-16408i,-1.3642e-12+16408i,0-11026i,0+11026i,2.9559e-12-5538.5i,2.9559e-12+5538.5i,-3.233e-13-496.45i,-3.233e-13+496.45i
7.276e-12-1.694e+05i,7.276e-12+1.694e+05i,7.0747e-73-1.2621e+05i,7.0747e-73+1.2621e+05i,-5.457e-12-51809i,-5.457e-12+51809i,-1.3642e-12-29939i,-1.3642e-12+29939i,-8.2423e-13-18036i,-8.2423e-13+18036i,-5.457e-12-10318i,-5.457e-12+10318i,5.6843e-13-4654.5i,5.6843e-13+4654.5i,8.5265e-14-535.64i,8.5265e-14+535.64i
-1.1369e-12-1.4855e+05i,-1.1369e-12+1.4855e+05i,9.1157e-64-1.0842e+05i,9.1157e-64+1.0842e+05i,4.5475e-13-40116i,4.5475e-13+40116i,1.3642e-12-27378i,1.3642e-12+27378i,1.819e-12-18203i,1.819e-12+18203i,-1.3642e-12-10266i,-1.3642e-12+10266i,1.7337e-12-5748.5i,1.7337e-12+5748.5i,7.9581e-13-567.89i,7.9581e-13+567.89i
4.5475e-12-1.3774e+05i,4.5475e-12+1.3774e+05i,8.1855e-12-1.014e+05i,8.1855e-12+1.014e+05i,-1.1369e-12-43149i,-1.1369e-12+43149i,-3.8654e-12-34759i,-3.8654e-12+34759i,3.5243e-12-19113i,3.5243e-12+19113i,-1.5064e-12-12111i,-1.5064e-12+12111i,-5.6843e-12-8348i,-5.6843e-12+8348i,1.3092e-12-46.343i,1.3092e-12+46.343i
2.1828e-11-2.9732e+05i,2.1828e-11+2.9732e+05i,-1.0914e-11-1.6305e+05i,-1.0914e-11+1.6305e+05i,1.0914e-11-71602i,1.0914e-11+71602i,1.1369e-13-35716i,1.1369e-13+35716i,-7.276e-12-25670i,-7.276e-12+25670i,4.0927e-12-10482i,4.0927e-12+10482i,1.3642e-12-4087.5i,1.3642e-12+4087.5i,7.9581e-13-1327.5i,7.9581e-13+1327.5i
-5.457e-12-2.2663e+05i,-5.457e-12+2.2663e+05i,-5.0022e-12-1.4807e+05i,-5.0022e-12+1.4807e+05i,-5.457e-12-62026i,-5.457e-12+62026i,4.5475e-13-34882i,4.5475e-13+34882i,1.1369e-12-28640i,1.1369e-12+28640i,9.0949e-13-10075i,9.0949e-13+10075i,-9.6634e-13-4149.8i,-9.6634e-13+4149.8i,-1.62e-12-1451i,-1.62e-12+1451i
-9.0949e-13-1.4783e+05i,-9.0949e-13+1.4783e+05i,-7.276e-12-88153i,-7.276e-12+88153i,1.819e-12-46388i,1.819e-12+46388i,-8.1855e-12-32691i,-8.1855e-12+32691i,-1.1369e-13-20539i,-1.1369e-13+20539i,0-13375i,0+13375i,9.0949e-13-6401.6i,9.0949e-13+6401.6i,2.7853e-12-1332.8i,2.7853e-12+1332.8i
-3.638e-12-2.427e+05i,-3.638e-12+2.427e+05i,-1.0914e-11-1.2484e+05i,-1.0914e-11+1.2484e+05i,-4.5475e-13-74701i,-4.5475e-13+74701i,2.7285e-12-46805i,2.7285e-12+46805i,2.7285e-12-28712i,2.7285e-12+28712i,-1.819e-12-7887.7i,-1.819e-12+7887.7i,4.5475e-13-4628.9i,4.5475e-13+4628.9i,-3.3538e-12-1452.9i,-3.3538e-12+1452.9i
3.4106e-12-2.0374e+05i,3.4106e-12+2.0374e+05i,-7.276e-12-95911i,-7.276e-12+95911i,-4.9738e-13-73784i,-4.9738e-13+73784i,-2.9559e-12-37339i,-2.9559e-12+37339i,-5.1159e-12-33647i,-5.1159e-12+33647i,-2.0464e-12-11406i,-2.0464e-12+11406i,2.2737e-13-5358.4i,2.2737e-13+5358.4i,4.2633e-13-872.92i,4.2633e-13+872.92i
-7.276e-12-1.9655e+05i,-7.276e-12+1.9655e+05i,-4.5041e-85-97360i,-4.5041e-85+97360i,2.2737e-12-66458i,2.2737e-12+66458i,4.0927e-12-45565i,4.0927e-12+45565i,1.819e-12-26003i,1.819e-12+26003i,2.9559e-12-13339i,2.9559e-12+13339i,-2.2737e-13-5496.7i,-2.2737e-13+5496.7i,-3.0553e-12-311.51i,-3.0553e-12+311.51i
1.0914e-11-1.9722e+05i,1.0914e-11+1.9722e+05i,-2.2737e-13-1.3549e+05i,-2.2737e-13+1.3549e+05i,2.5508e-12-72991i,2.5508e-12+72991i,-3.1832e-12-37548i,-3.1832e-12+37548i,3.638e-12-27551i,3.638e-12+27551i,-6.9065e-12-9610i,-6.9065e-12+9610i,-3.1832e-12-5092.3i,-3.1832e-12+5092.3i,2.931e-12-190.13i,2.931e-12+190.13i
1.3642e-12-2.3329e+05i,1.3642e-12+2.3329e+05i,0-1.2518e+05i,0+1.2518e+05i,2.5281e-61-82035i,2.5281e-61+82035i,-1.819e-12-26456i,-1.819e-12+26456i,-4.3201e-12-14575i,-4.3201e-12+14575i,1.819e-12-8152.7i,1.819e-12+8152.7i,1.652e-12-5580.9i,1.652e-12+5580.9i,-3.8014e-13-1649.1i,-3.8014e-13+1649.1i
1.5916e-12-2.6375e+05i,1.5916e-12+2.6375e+05i,-8.1855e-12-1.0662e+05i,-8.1855e-12+1.0662e+05i,1.2506e-12-54798i,1.2506e-12+54798i,-9.0949e-13-29856i,-9.0949e-13+29856i,2.7285e-12-16665i,2.7285e-12+16665i,-1.1369e-12-1860.1i,-1.1369e-12+1860.1i,4.5475e-13-8667.6i,4.5475e-13+8667.6i,1.1369e-12-6917.6i,1.1369e-12+6917.6i
8.6402e-12-1.4155e+05i,8.6402e-12+1.4155e+05i,2.0828e-70-83671i,2.0828e-70+83671i,-1.3642e-12-42301i,-1.3642e-12+42301i,9.0949e-13-25399i,9.0949e-13+25399i,-2.5011e-12-11321i,-2.5011e-12+11321i,-4.7748e-12-1522.2i,-4.7748e-12+1522.2i,-1.3927e-12-8138.5i,-1.3927e-12+8138.5i,1.5916e-12-6265.5i,1.5916e-12+6265.5i
-1.2506e-12-1.4523e+05i,-1.2506e-12+1.4523e+05i,1.0914e-11-95361i,1.0914e-11+95361i,1.819e-12-38926i,1.819e-12+38926i,1.6485e-12-26400i,1.6485e-12+26400i,-3.6948e-13-16122i,-3.6948e-13+16122i,2.2737e-13-5641.5i,2.2737e-13+5641.5i,-9.0949e-13-2695.6i,-9.0949e-13+2695.6i,1.9114e-12-786.41i,1.9114e-12+786.41i
1.819e-12-1.5887e+05i,1.819e-12+1.5887e+05i,-1.5916e-12-96870i,-1.5916e-12+96870i,-9.0949e-13-45552i,-9.0949e-13+45552i,8.5265e-13-26296i,8.5265e-13+26296i,2.16e-12-15439i,2.16e-12+15439i,-2.2737e-13-10235i,-2.2737e-13+10235i,-9.0949e-13-3437i,-9.0949e-13+3437i,1.819e-12-3059.4i,1.819e-12+3059.4i
7.6454e-12-2.0867e+05i,7.6454e-12+2.0867e+05i,-2.7285e-12-1.2387e+05i,-2.7285e-12+1.2387e+05i,4.0927e-12-56647i,4.0927e-12+56647i,-2.2737e-13-38379i,-2.2737e-13+38379i,3.1832e-12-25924i,3.1832e-12+25924i,2.3874e-12-11881i,2.3874e-12+11881i,2.224e-12-6048.7i,2.224e-12+6048.7i,-9.841e-13-2552.7i,-9.841e-13+2552.7i
